CustomerID,FullName,Gender,Age,City,Country
C483,Mthokozisi Mthembu,Male,63,Stellenbosch,South Africa
C484,Mandla Jones,Male,48,Stellenbosch,South Africa
C485,Bongani Mokoena,Male,51,Benoni,South Africa
C486,Buyani Kruger,Male,55,Boksburg,South Africa
C487,Ayesha Joubert,Female,28,Port Elizabeth,South Africa
C488,Njabulo Joubert,Male,36,Cape Town,South Africa
C489,Sanele Moodley,Male,51,Cape Town,South Africa
C490,Ayanda Pillay,Female,40,Nelspruit,South Africa
C491,Patricia Joubert,Female,43,Bloemfontein,South Africa
C492,Ayesha Botha,Female,38,Port Elizabeth,South Africa
C493,Thandeka Moodley,Female,46,Bloemfontein,South Africa
C494,Musa Coetzee,Male,35,East London,South Africa
C495,Naledi Taylor,Female,42,Durban,South Africa
C496,Bongani Smit,Male,43,Durban,South Africa
C497,Kagiso Gcaleka,Male,56,Johannesburg,South Africa
C498,Lethiwe van der Merwe,Male,40,Nelspruit,South Africa
C499,Michael Gcaleka,Male,66,Pretoria,South Africa
C500,Ayesha Mthembu,Female,65,East London,South Africa
C501,Naledi Jones,Female,48,Pietermaritzburg,South Africa
C502,Sanjay Botha,Male,49,Johannesburg,South Africa
C503,James Sithole,Male,30,Sandton,South Africa
C504,Zanele Kruger,Female,44,Polokwane,South Africa
C505,Ntombifikile Joubert,Female,30,Port Elizabeth,South Africa
C506,Mohammed Pretorius,Male,42,East London,South Africa
C507,Nompumelelo Zwane,Female,33,Port Elizabeth,South Africa
C508,Mthulisi de Villiers,Male,23,Rustenburg,South Africa
C509,Buyani Williams,Male,32,George,South Africa
C510,Ntombifikile Kruger,Female,53,Rustenburg,South Africa
C511,Lerato Reddy,Female,44,Boksburg,South Africa
C512,Mandla Khoza,Male,50,Boksburg,South Africa
C513,Johan Sithole,Male,52,Stellenbosch,South Africa
C514,Sunita de Villiers,Female,39,Polokwane,South Africa
C515,Ayanda Naidoo,Female,25,East London,South Africa
C516,Nomvula Zulu,Female,23,Pretoria,South Africa
C517,Jennifer Smit,Female,44,Boksburg,South Africa
C518,Precious Nkosi,Female,27,Johannesburg,South Africa
C519,Phiwayinkosi Anderson,Male,30,Stellenbosch,South Africa
C520,Tshepo Pillay,Male,24,Boksburg,South Africa
C521,Francois Sithole,Male,45,Pretoria,South Africa
C522,Nokukhanya Nkosi,Female,32,Pretoria,South Africa
C523,Buyani Reddy,Male,53,Midrand,South Africa
C524,Michael Zwane,Male,52,Kimberley,South Africa
C525,David Zulu,Male,25,Polokwane,South Africa
C526,Linda Fourie,Female,50,East London,South Africa
C527,Lungelo Mthembu,Male,52,Kimberley,South Africa
C528,Nobuhle Khoza,Female,28,Rustenburg,South Africa
C529,Francois Pillay,Male,22,Johannesburg,South Africa
C530,Mpho Jones,Male,31,Rustenburg,South Africa
C531,Thandeka Brown,Female,25,Boksburg,South Africa
C532,Michael Govender,Male,45,Stellenbosch,South Africa
C533,Buyani Ndlovu,Male,48,Johannesburg,South Africa
C534,Nokuthula Govender,Female,35,Benoni,South Africa
C535,Sibusiso Coetzee,Male,44,Paarl,South Africa
C536,Mthokozisi Moodley,Male,53,Pietermaritzburg,South Africa
C537,Robert Dlamini,Male,31,Cape Town,South Africa
C538,Nkosinathi Mhlongo,Male,48,Nelspruit,South Africa
C539,Robert Modise,Male,24,Polokwane,South Africa
C540,Mthokozisi Pretorius,Male,45,Pretoria,South Africa
C541,Mthulisi Baloyi,Male,29,Stellenbosch,South Africa
C542,Neha Modise,Female,42,Cape Town,South Africa
C543,Ayanda Jones,Female,43,Centurion,South Africa
C544,Andile Ngcobo,Male,37,Paarl,South Africa
C545,Zanele Anderson,Female,36,George,South Africa
C546,James Anderson,Male,29,Nelspruit,South Africa
C547,Nompumelelo Mhlongo,Female,23,Centurion,South Africa
C548,Elsie Williams,Female,38,Stellenbosch,South Africa
C549,Jennifer Ndlovu,Female,23,Pietermaritzburg,South Africa
C550,Maria Govender,Female,54,Cape Town,South Africa
