CustomerID,FullName,Gender,Age,City,Country
C457,Sanjay Khoza,Male,41.0,Pietermaritzburg,South Africa
C458,Themba Anderson,Male,37.0,Bloemfontein,South Africa
C459,Ntombi Joubert,Female,62.0,Pretoria,South Africa
C460,Siphokazi Zwane,Female,32.0,Pietermaritzburg,South Africa
C461,Lethiwe Moloi,Male,47.0,Boksburg,South Africa
C462,Lindiwe Moodley,Female,48.0,Midrand,South Africa
C463,Rajesh Mthembu,Male,23.0,Centurion,South Africa
C464,Sbongile Lombard,Female,22.0,Benoni,South Africa
C465,Bongani Moodley,Male,50.0,East London,South Africa
C466,Francois Kruger,Male,51.0,Stellenbosch,South Africa
C467,Michael Shabalala,Male,49.0,Durban,South Africa
C468,Thandeka Anderson,Female,26.0,Centurion,South Africa
C469,Zodwa Sithole,Female,21.0,Midrand,South Africa
C470,Thandi Zulu,Female,43.0,Kimberley,South Africa
C471,Michael Shabalala,Male,22.0,Cape Town,South Africa
C472,Nompumelelo Ndlovu,Female,52.0,Cape Town,South Africa
C473,Lethiwe Dlamini,Male,36.0,Paarl,South Africa
C474,Johan Khoza,Male,64.0,Paarl,South Africa
C475,Ayanda Taylor,Female,42.0,George,South Africa
C476,Mthulisi Mokoena,Male,59.0,Rustenburg,South Africa
C477,James Singh,Male,43.0,Centurion,South Africa
C478,David Nkosi,Male,19.0,Nelspruit,South Africa
C479,Nozipho Brown,Female,52.0,George,South Africa
C480,Rajesh Anderson,Male,40.0,Port Elizabeth,South Africa
C481,Priya Modise,Female,20.0,Paarl,South Africa
C482,Rajesh van der Merwe,Male,22.0,Pretoria,South Africa
C483,Mthokozisi Mthembu,Male,61.0,Cape Town,South Africa
C484,Mandla Jones,Male,46.0,Pietermaritzburg,South Africa
C485,Bongani Mokoena,Male,50.0,Nelspruit,South Africa
C486,Buyani Kruger,Male,54.0,Boksburg,South Africa
C487,Ayesha Joubert,Female,27.0,Centurion,South Africa
C488,Njabulo Joubert,Male,35.0,Cape Town,South Africa
C489,Sanele Moodley,Male,49.0,Cape Town,South Africa
C490,Ayanda Pillay,Female,38.0,Paarl,South Africa
C491,Patricia Joubert,Female,42.0,Bloemfontein,South Africa
C492,Ayesha Botha,Female,37.0,Port Elizabeth,South Africa
C493,Thandeka Moodley,Female,44.0,Paarl,South Africa
C494,Musa Coetzee,Male,34.0,East London,South Africa
C495,Naledi Taylor,Female,41.0,Durban,South Africa
C496,Bongani Smit,Male,42.0,Boksburg,South Africa
C497,Kagiso Gcaleka,Male,55.0,Midrand,South Africa
C498,Lethiwe van der Merwe,Male,39.0,Nelspruit,South Africa
C499,Michael Gcaleka,Male,65.0,Pretoria,South Africa
C500,Ayesha Mthembu,Female,63.0,East London,South Africa
C001,Sipho Smit,male,33.0,Pietermaritzburg,South Africa
C002,Mpho Singh,MALE,23.0,Benoni,South Africa
C003,Zanele Zulu,M,23.0,East London,South Africa
C004,Sakhile Mthembu,female,19.0,Midrand,South Africa
C005,Mthulisi Williams,f,32.0,Stellenbosch,South Africa
C006,Lerato Radebe,F,62.0,Paarl,South Africa
C007,Zainab Moloi,FEMALE,31.0,Polokwane,South Africa
C008,Tshepo Smith,m,24.0,Rustenburg,South Africa
C009,Fatima Dlamini,Male ,64.0,Stellenbosch,South Africa
C010,Musa Ngcobo, Female,53.0,Nelspruit,South Africa
C011,Nokufa Gcaleka,Male,63.0,Durban,South Africa
C012,David Pretorius,MALE,23.0,Pietermaritzburg,South Africa
C013,Musa Smit,female,47.0,Rustenburg,South Africa
C014,Sifiso Steyn,M,31.0,Kimberley,South Africa
C015,Francois Singh,F,64.0,Pietermaritzburg,South Africa
